
id,text
50403,"Совершенно разочарован, поддержка не отвечает"
64768,"Выполняет свою работу, но без изюминки"
49568,"Подойдет для базовых задач, не более"
69768,"Нравится новый дизайн, стало гораздо удобнее"
76752,"Интерфейс понятный, но хотелось бы больше настроек"
77877,"Непрозрачные комиссии, деньги списываются непонятно за что"
57362,"Очень рад, что нашёл это приложение, теперь пользуюсь каждый день"
49302,"Поставил и пользуюсь время от времени, без восторга"
96915,"Удобные уведомления, ничего не пропускаю"
39886,Функций достаточно для повседневного использования
11600,"Сервис подвел в важный момент, больше доверять не буду"
83847,Не заметил особых преимуществ по сравнению с аналогами
92064,"В целом неплохо, но есть куда развиваться"
88942,"Очень рад, что нашёл это приложение, теперь пользуюсь каждый день"
43078,"Приложение глючит и вылетает, пользоваться невозможно"
77046,"Отвратительно, вообще ничего не работает"
49372,"Иногда подлагивает, но не критично"
32106,Не заметил особых преимуществ по сравнению с аналогами
36007,"Удобные уведомления, ничего не пропускаю"
11960,"Поддержка ответила быстро, проблему решили"
98023,"Иногда подлагивает, но не критично"
29587,"Приложение глючит и вылетает, пользоваться невозможно"
92074,"Отличное приложение, работает супер быстро"
77952,"Неудобно, много лишних шагов при оплате"
44334,"Все функции работают как заявлено, доволен"
46117,"Все работает как часы, ни одного сбоя за месяц"
85140,"Приложение глючит и вылетает, пользоваться невозможно"
84250,"Нравится новый дизайн, стало гораздо удобнее"
59393,"Все функции работают как заявлено, доволен"
72015,"Функционал стандартный, но пользоваться можно"
67362,"Ничего особенного, обычный сервис без эмоций"
75334,"Приложение приятно удивило, все сделано продуманно"
96684,"Ок, выполняет свои задачи, но без вау-эффекта"
46256,"Постоянные ошибки при авторизации, невозможно зайти"
94344,"Классный сервис, экономит много времени"
79368,"Работает как надо, без сюрпризов"
20490,"Постоянные ошибки при авторизации, невозможно зайти"
31264,"Интерфейс понятный, но хотелось бы больше настроек"
43990,Не заметил особых преимуществ по сравнению с аналогами
72094,Поддержка игнорирует обращения неделями
94388,"Подойдет для базовых задач, не более"
33986,"В целом неплохо, но есть куда развиваться"
78435,"Совершенно разочарован, поддержка не отвечает"
67139,"Совершенно разочарован, поддержка не отвечает"
25051,"Поддержка ответила быстро, проблему решили"
78242,"Подойдет для базовых задач, не более"
14483,"Классный сервис, экономит много времени"
44104,"Все функции работают как заявлено, доволен"
69145,"Очень плохо, деньги списали дважды"
82123,Поддержка игнорирует обращения неделями
31572,"Выполняет свою работу, но без изюминки"
49399,"Поддержка ответила быстро, проблему решили"
39512,Поддержка игнорирует обращения неделями
16200,"Интерфейс понятный, но хотелось бы больше настроек"
36193,"Непрозрачные комиссии, деньги списываются непонятно за что"
54351,"Поставил и пользуюсь время от времени, без восторга"
97870,"Очень удобная навигация, все интуитивно понятно"
29242,"Очень рад, что нашёл это приложение, теперь пользуюсь каждый день"
15121,"Подойдет для базовых задач, не более"
47808,"Все функции работают как заявлено, доволен"
84674,"Супер опыт, рекомендую друзьям и коллегам"
27398,"Отвратительно, вообще ничего не работает"
55445,"Ничего особенного, обычный сервис без эмоций"
27977,"Ужасно медленное приложение, постоянно глючит"
71126,"Совершенно разочарован, поддержка не отвечает"
90033,"Все работает как часы, ни одного сбоя за месяц"
15862,"После обновления все стало работать хуже, чем было"
52171,"Ок, выполняет свои задачи, но без вау-эффекта"
89652,"Сервис понравился, очень удобный интерфейс"
14079,"Функционал стандартный, но пользоваться можно"
29221,"Иногда подлагивает, но не критично"
60198,"Разочарование, ожидал гораздо большего"
52419,"Совершенно разочарован, поддержка не отвечает"
28428,"Нравится новый дизайн, стало гораздо удобнее"
85608,"Иногда подлагивает, но не критично"
16328,"Подойдет для базовых задач, не более"
16697,"Слишком дорого, не стоит своих денег"
77027,"Сервис понравился, очень удобный интерфейс"
41747,"Отличное приложение, работает супер быстро"
42380,"Отвратительно, вообще ничего не работает"
80724,"В целом неплохо, но есть куда развиваться"
69766,"Приложение приятно удивило, все сделано продуманно"
84622,"Очень рад, что нашёл это приложение, теперь пользуюсь каждый день"
96047,"Приложение глючит и вылетает, пользоваться невозможно"
83621,"Сервис подвел в важный момент, больше доверять не буду"
57750,"Работает как надо, без сюрпризов"
45674,"В целом неплохо, но есть куда развиваться"
14604,"После обновления все стало работать хуже, чем было"
70612,Поддержка игнорирует обращения неделями
70439,"Иногда подлагивает, но не критично"
54930,"Плохо, часто вылетает при запуске"
47632,"Разочарование, ожидал гораздо большего"
51288,"Все функции работают как заявлено, доволен"
74708,Функций достаточно для повседневного использования
50428,"Нейтрально, просто еще одно приложение на телефоне"
17460,"Удобные уведомления, ничего не пропускаю"
22251,"Отвратительно, вообще ничего не работает"
46247,"Интерфейс понятный, но хотелось бы больше настроек"
97862,"Непрозрачные комиссии, деньги списываются непонятно за что"
29365,Интеграция с другими сервисами просто шикарная
40485,"Все функции работают как заявлено, доволен"
78186,"Приложение глючит и вылетает, пользоваться невозможно"
63141,"Поставил и пользуюсь время от времени, без восторга"
93658,"После обновления все стало работать хуже, чем было"
58398,"Шикарно, лучшая реализация из всех, что пробовал"
93541,"Удобные уведомления, ничего не пропускаю"
94028,"Плохо, часто вылетает при запуске"
36657,"Классный сервис, экономит много времени"
97846,"Нейтрально, просто еще одно приложение на телефоне"
48248,"Интерфейс перегружен, сложно найти нужные функции"
21998,"Очень плохо, деньги списали дважды"
70233,"Ничего особенного, обычный сервис без эмоций"
78682,"Сервис подвел в важный момент, больше доверять не буду"
76932,"Все работает как часы, ни одного сбоя за месяц"
19097,"Непрозрачные комиссии, деньги списываются непонятно за что"
51873,"Совершенно разочарован, поддержка не отвечает"
81602,"В целом нормально, но есть мелкие баги"
60624,"Очень удобная навигация, все интуитивно понятно"
14014,Не заметил особых преимуществ по сравнению с аналогами
46082,"Отвратительно, вообще ничего не работает"
60650,"Все функции работают как заявлено, доволен"
91000,"Отличное приложение, работает супер быстро"
91265,Не заметил особых преимуществ по сравнению с аналогами
94372,"Плохо, часто вылетает при запуске"
85442,"Ужасно медленное приложение, постоянно глючит"
40090,"В целом нормально, но есть мелкие баги"
10278,"Иногда подлагивает, но не критично"
51279,"Совершенно разочарован, поддержка не отвечает"
61902,"Очень удобная навигация, все интуитивно понятно"
32020,"Удобные уведомления, ничего не пропускаю"
41902,Функций достаточно для повседневного использования
96556,"Приложение глючит и вылетает, пользоваться невозможно"
22838,"Обычное приложение, ни лучше, ни хуже конкурентов"
68668,"Нейтрально, просто еще одно приложение на телефоне"
74080,"Отвратительно, вообще ничего не работает"
96431,"В целом неплохо, но есть куда развиваться"
31487,"В целом нормально, но есть мелкие баги"
84028,"После обновления все стало работать хуже, чем было"
58232,Поддержка игнорирует обращения неделями
69086,"Поставил и пользуюсь время от времени, без восторга"
89470,"В целом нормально, но есть мелкие баги"
96070,"Все работает как часы, ни одного сбоя за месяц"
96082,"Удобные уведомления, ничего не пропускаю"
17509,"Неудобно, много лишних шагов при оплате"
15460,"Удобные уведомления, ничего не пропускаю"
27688,"Приложение приятно удивило, все сделано продуманно"
41688,"Ужасно медленное приложение, постоянно глючит"
50855,"Ужасно медленное приложение, постоянно глючит"
43723,"Нейтрально, просто еще одно приложение на телефоне"
43763,"Нейтрально, просто еще одно приложение на телефоне"
30555,Поддержка игнорирует обращения неделями
93912,"Плохо, часто вылетает при запуске"
37828,"Отличный пример того, каким должен быть современный сервис"
48839,"Классный сервис, экономит много времени"
53962,"Ничего особенного, обычный сервис без эмоций"
73204,"Очень удобная навигация, все интуитивно понятно"
65441,"Очень рад, что нашёл это приложение, теперь пользуюсь каждый день"
11796,"В целом неплохо, но есть куда развиваться"
24946,"Непрозрачные комиссии, деньги списываются непонятно за что"
33033,"В целом нормально, но есть мелкие баги"
67907,"Интерфейс понятный, но хотелось бы больше настроек"
73589,"Все функции работают как заявлено, доволен"
97618,"Обычное приложение, ни лучше, ни хуже конкурентов"
26003,"Работает как надо, без сюрпризов"
87370,"Удобные уведомления, ничего не пропускаю"
89772,"Интерфейс понятный, но хотелось бы больше настроек"
68696,"Супер опыт, рекомендую друзьям и коллегам"
74491,"Все функции работают как заявлено, доволен"
60923,Поддержка игнорирует обращения неделями
43646,"Иногда подлагивает, но не критично"
69354,"Все функции работают как заявлено, доволен"
29732,"Очень плохо, деньги списали дважды"
26856,"Иногда подлагивает, но не критично"
80792,"Супер опыт, рекомендую друзьям и коллегам"
70910,"В целом нормально, но есть мелкие баги"
12462,"Классный сервис, экономит много времени"
76450,"Очень удобная навигация, все интуитивно понятно"
91889,"Выполняет свою работу, но без изюминки"
96798,"Очень плохо, деньги списали дважды"
50433,"Иногда подлагивает, но не критично"
67404,"Совершенно разочарован, поддержка не отвечает"
83392,"Классный сервис, экономит много времени"
89881,Поддержка игнорирует обращения неделями
22396,Интеграция с другими сервисами просто шикарная
88422,"Ничего особенного, обычный сервис без эмоций"
73621,"Удобные уведомления, ничего не пропускаю"
28086,"Непрозрачные комиссии, деньги списываются непонятно за что"
22889,"Удобные уведомления, ничего не пропускаю"
93422,"В целом неплохо, но есть куда развиваться"
22594,Не заметил особых преимуществ по сравнению с аналогами
72791,"Супер опыт, рекомендую друзьям и коллегам"
63789,"Все работает как часы, ни одного сбоя за месяц"
44514,"Ничего особенного, обычный сервис без эмоций"
83065,"Все работает как часы, ни одного сбоя за месяц"
30217,"Ужасно медленное приложение, постоянно глючит"
53219,"Слишком дорого, не стоит своих денег"
54594,"Работает как надо, без сюрпризов"
79183,"Очень удобная навигация, все интуитивно понятно"
96050,Поддержка игнорирует обращения неделями
60441,"Совершенно разочарован, поддержка не отвечает"
46616,"Отличное приложение, работает супер быстро"
53956,"Очень плохо, деньги списали дважды"
90817,"Иногда подлагивает, но не критично"
52653,Не заметил особых преимуществ по сравнению с аналогами
17083,"Разочарование, ожидал гораздо большего"
19806,"Плохо, часто вылетает при запуске"
74939,"Нейтрально, просто еще одно приложение на телефоне"
84606,"Шикарно, лучшая реализация из всех, что пробовал"
12745,"Отличный пример того, каким должен быть современный сервис"
95939,"Ок, выполняет свои задачи, но без вау-эффекта"
99118,"Разочарование, ожидал гораздо большего"
54539,"Нравится новый дизайн, стало гораздо удобнее"
40192,"Приложение приятно удивило, все сделано продуманно"
13601,"Поставил и пользуюсь время от времени, без восторга"
88627,"Разочарование, ожидал гораздо большего"
41878,"Отвратительно, вообще ничего не работает"
66205,"Работает как надо, без сюрпризов"
87789,"Разочарование, ожидал гораздо большего"
88087,"Отличный пример того, каким должен быть современный сервис"
29703,"Ужасно медленное приложение, постоянно глючит"
72233,"Постоянные ошибки при авторизации, невозможно зайти"
32115,Функций достаточно для повседневного использования
78659,"Удобные уведомления, ничего не пропускаю"
17916,"Очень плохо, деньги списали дважды"
18787,"В целом неплохо, но есть куда развиваться"
48224,"Непрозрачные комиссии, деньги списываются непонятно за что"
44655,"Работает как надо, без сюрпризов"
17941,Функций достаточно для повседневного использования
59368,"Приложение приятно удивило, все сделано продуманно"
10032,"Работает как надо, без сюрпризов"
40416,"Шикарно, лучшая реализация из всех, что пробовал"
10996,"Интерфейс перегружен, сложно найти нужные функции"
88604,"Постоянные ошибки при авторизации, невозможно зайти"
18863,"В целом неплохо, но есть куда развиваться"
64436,"Очень плохо, деньги списали дважды"
23563,"Функционал стандартный, но пользоваться можно"
41947,"Выполняет свою работу, но без изюминки"
49511,"Постоянные ошибки при авторизации, невозможно зайти"
14744,"Отличное приложение, работает супер быстро"
91307,"Очень удобная навигация, все интуитивно понятно"
39291,"Иногда подлагивает, но не критично"
11553,"Плохо, часто вылетает при запуске"
19734,"Интерфейс перегружен, сложно найти нужные функции"
82015,"В целом неплохо, но есть куда развиваться"
35437,"Приложение приятно удивило, все сделано продуманно"
44605,"Подойдет для базовых задач, не более"
60345,"Очень рад, что нашёл это приложение, теперь пользуюсь каждый день"
48590,"Нравится новый дизайн, стало гораздо удобнее"
17069,"Разочарование, ожидал гораздо большего"
38111,"После обновления все стало работать хуже, чем было"
64898,Не заметил особых преимуществ по сравнению с аналогами
87630,"Очень плохо, деньги списали дважды"
29001,"Интерфейс понятный, но хотелось бы больше настроек"
42266,"Отличное приложение, работает супер быстро"
33221,"Поддержка ответила быстро, проблему решили"
22790,"Разочарование, ожидал гораздо большего"
20129,"Постоянные ошибки при авторизации, невозможно зайти"
57113,"Удобные уведомления, ничего не пропускаю"
63187,"Обычное приложение, ни лучше, ни хуже конкурентов"
39929,"Все работает как часы, ни одного сбоя за месяц"
91999,"Выполняет свою работу, но без изюминки"
15796,Поддержка игнорирует обращения неделями
29359,"Все работает как часы, ни одного сбоя за месяц"
80577,"В целом неплохо, но есть куда развиваться"
76404,"Отличное приложение, работает супер быстро"
73154,"Непрозрачные комиссии, деньги списываются непонятно за что"
16239,"Интерфейс перегружен, сложно найти нужные функции"
34667,"Обычное приложение, ни лучше, ни хуже конкурентов"
30486,Функций достаточно для повседневного использования
17117,"Слишком дорого, не стоит своих денег"
33659,"Отличный пример того, каким должен быть современный сервис"
82270,"Обычное приложение, ни лучше, ни хуже конкурентов"
27303,"Выполняет свою работу, но без изюминки"
32493,"Совершенно разочарован, поддержка не отвечает"
52334,"Совершенно разочарован, поддержка не отвечает"
20391,"Сервис понравился, очень удобный интерфейс"
49241,"Ничего особенного, обычный сервис без эмоций"
42040,"Отличное приложение, работает супер быстро"
71958,"Поставил и пользуюсь время от времени, без восторга"
62652,"Отличный пример того, каким должен быть современный сервис"
74228,"Приложение приятно удивило, все сделано продуманно"
53637,"Сервис подвел в важный момент, больше доверять не буду"
35041,"Постоянные ошибки при авторизации, невозможно зайти"
90961,"Интерфейс понятный, но хотелось бы больше настроек"
29036,"Функционал стандартный, но пользоваться можно"
51389,"Сервис подвел в важный момент, больше доверять не буду"
52505,"Ок, выполняет свои задачи, но без вау-эффекта"
90134,"Плохо, часто вылетает при запуске"
93935,"Очень рад, что нашёл это приложение, теперь пользуюсь каждый день"
29170,"Интерфейс понятный, но хотелось бы больше настроек"
33677,"Отличное приложение, работает супер быстро"
71816,"Удобные уведомления, ничего не пропускаю"
67500,"После обновления все стало работать хуже, чем было"
44656,Поддержка игнорирует обращения неделями
51287,"В целом нормально, но есть мелкие баги"
71123,"Разочарование, ожидал гораздо большего"
76919,"Классный сервис, экономит много времени"
54374,"Классный сервис, экономит много времени"
90991,Не заметил особых преимуществ по сравнению с аналогами
66381,Интеграция с другими сервисами просто шикарная
92199,"Иногда подлагивает, но не критично"
44077,"Поддержка ответила быстро, проблему решили"
58335,"Сервис понравился, очень удобный интерфейс"
90579,"Непрозрачные комиссии, деньги списываются непонятно за что"
80562,"Супер опыт, рекомендую друзьям и коллегам"
21760,"Совершенно разочарован, поддержка не отвечает"
53704,"Интерфейс перегружен, сложно найти нужные функции"
84761,"Классный сервис, экономит много времени"
31369,"Все работает как часы, ни одного сбоя за месяц"
10086,"Постоянные ошибки при авторизации, невозможно зайти"
41871,"Удобные уведомления, ничего не пропускаю"
49729,"Выполняет свою работу, но без изюминки"
35200,"Поставил и пользуюсь время от времени, без восторга"
71735,"Ужасно медленное приложение, постоянно глючит"
52596,"Все функции работают как заявлено, доволен"
83988,"Функционал стандартный, но пользоваться можно"
84555,"Поставил и пользуюсь время от времени, без восторга"
